Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Net_Revenue,Total_Cost,Profit,Profit_Margin,Year_Month,Day_Name
ORD_00016,2024-04-09,CUST_0383,Mouse,Office,West,8,800,0.2,5120.0,3584.0,1536.0,30.0,2024-04,Tuesday
ORD_00017,2025-10-25,CUST_0342,Monitor,Office,East,2,20000,0.2,32000.0,22400.0,9600.0,30.0,2025-10,Saturday
ORD_00018,2024-05-10,CUST_0115,Printer,Electronics,East,9,15000,0.2,108000.0,75600.0,32400.0,30.0,2024-05,Friday
ORD_00019,2025-10-23,CUST_0167,Printer,Electronics,West,6,15000,0.1,81000.0,56700.0,24300.0,30.0,2025-10,Thursday
ORD_00020,2024-11-04,CUST_0435,Monitor,Office,North,9,20000,0.1,162000.0,113400.0,48600.0,30.0,2024-11,Monday
ORD_00021,2024-12-09,CUST_0265,Keyboard,Electronics,North,5,2000,0.15,8500.0,5950.0,2550.0,30.0,2024-12,Monday
ORD_00022,2025-05-06,CUST_0227,Laptop,Office,South,3,60000,0.15,153000.0,107100.0,45900.0,30.0,2025-05,Tuesday
ORD_00023,2025-02-17,CUST_0151,Laptop,Accessories,West,8,60000,0.1,432000.0,302400.0,129600.0,30.0,2025-02,Monday
ORD_00024,2025-01-20,CUST_0268,Printer,Accessories,West,1,15000,0.2,12000.0,8400.0,3600.0,30.0,2025-01,Monday
ORD_00025,2024-07-10,CUST_0116,Printer,Accessories,North,7,15000,0.1,94500.0,66150.0,28350.0,30.0,2024-07,Wednesday
ORD_00026,2024-10-03,CUST_0088,Printer,Electronics,East,7,15000,0.0,105000.0,73500.0,31500.0,30.0,2024-10,Thursday
ORD_00027,2024-06-09,CUST_0318,Monitor,Accessories,East,1,20000,0.2,16000.0,11200.0,4800.0,30.0,2024-06,Sunday
ORD_00028,2025-04-04,CUST_0242,Keyboard,Electronics,South,9,2000,0.1,16200.0,11340.0,4860.0,30.0,2025-04,Friday
ORD_00029,2024-11-09,CUST_0360,Laptop,Accessories,South,8,60000,0.15,408000.0,285600.0,122400.0,30.0,2024-11,Saturday
ORD_00030,2024-01-22,CUST_0329,Mouse,Electronics,East,4,800,0.1,2880.0,2015.9999999999998,864.0000000000002,30.00000000000001,2024-01,Monday
ORD_00031,2024-09-09,CUST_0333,Monitor,Electronics,West,5,15000,0.05,71250.0,49875.0,21375.0,30.0,2024-09,Monday
ORD_00032,2025-07-14,CUST_0040,Laptop,Office,South,2,60000,0.1,108000.0,75600.0,32400.0,30.0,2025-07,Monday
ORD_00033,2025-04-19,CUST_0182,Keyboard,Office,North,9,2000,0.2,14400.0,10080.0,4320.0,30.0,2025-04,Saturday
ORD_00034,2024-02-28,CUST_0490,Monitor,Office,West,6,20000,0.1,108000.0,75600.0,32400.0,30.0,2024-02,Wednesday
ORD_00035,2025-05-25,CUST_0209,Laptop,Electronics,North,3,60000,0.15,153000.0,107100.0,45900.0,30.0,2025-05,Sunday
ORD_00036,2025-11-12,CUST_0391,Monitor,Office,South,7,20000,0.0,140000.0,98000.0,42000.0,30.0,2025-11,Wednesday
ORD_00037,2025-04-20,CUST_0273,Laptop,Office,East,9,60000,0.05,513000.0,359100.0,153900.0,30.0,2025-04,Sunday
ORD_00038,2025-11-30,CUST_0119,Laptop,Office,South,3,60000,0.2,144000.0,100800.0,43200.0,30.0,2025-11,Sunday
ORD_00039,2024-07-08,CUST_0382,Keyboard,Electronics,East,2,2000,0.15,3400.0,2380.0,1020.0,30.0,2024-07,Monday
ORD_00040,2025-11-17,CUST_0434,Mouse,Electronics,West,7,800,0.05,5320.0,3723.9999999999995,1596.0000000000005,30.00000000000001,2025-11,Monday
ORD_00041,2025-07-16,UNKNOWN,Keyboard,Office,South,7,2000,0.1,12600.0,8820.0,3780.0,30.0,2025-07,Wednesday
ORD_00042,2025-07-20,CUST_0258,Laptop,Office,South,4,60000,0.05,228000.0,159600.0,68400.0,30.0,2025-07,Sunday
ORD_00043,2024-08-31,CUST_0483,Monitor,Electronics,South,9,20000,0.0,180000.0,125999.99999999999,54000.000000000015,30.00000000000001,2024-08,Saturday
ORD_00044,2025-05-19,CUST_0092,Keyboard,Electronics,West,8,2000,0.05,15200.0,10640.0,4560.0,30.0,2025-05,Monday
ORD_00045,2024-05-10,CUST_0467,Mouse,Office,North,1,800,0.05,760.0,532.0,228.0,30.0,2024-05,Friday
ORD_00046,2025-04-29,CUST_0161,Laptop,Office,North,1,60000,0.1,54000.0,37800.0,16200.0,30.0,2025-04,Tuesday
ORD_00047,2025-10-08,CUST_0149,Keyboard,Office,East,5,2000,0.1,9000.0,6300.0,2700.0,30.0,2025-10,Wednesday
ORD_00048,2024-01-21,CUST_0117,Keyboard,Electronics,South,6,2000,0.2,9600.0,6720.0,2880.0,30.0,2024-01,Sunday
ORD_00049,2024-06-15,CUST_0458,Keyboard,Office,North,3,2000,0.1,5400.0,3779.9999999999995,1620.0000000000005,30.00000000000001,2024-06,Saturday
ORD_00050,2024-09-30,CUST_0053,Keyboard,Electronics,West,9,2000,0.05,17100.0,11970.0,5130.0,30.0,2024-09,Monday
ORD_00051,2025-01-22,CUST_0302,Monitor,Accessories,South,6,20000,0.0,120000.0,84000.0,36000.0,30.0,2025-01,Wednesday
ORD_00052,2025-08-23,CUST_0045,Mouse,Office,East,4,800,0.1,2880.0,2015.9999999999998,864.0000000000002,30.00000000000001,2025-08,Saturday
ORD_00053,2024-11-11,CUST_0265,Mouse,Accessories,North,7,800,0.2,4480.0,3136.0,1344.0,30.0,2024-11,Monday
ORD_00054,2024-01-14,CUST_0486,Laptop,Electronics,West,8,60000,0.2,384000.0,268800.0,115200.0,30.0,2024-01,Sunday
ORD_00055,2024-08-29,CUST_0262,Printer,Accessories,West,9,15000,0.05,128250.0,89775.0,38475.0,30.0,2024-08,Thursday
ORD_00056,2024-12-11,CUST_0307,Monitor,Office,East,6,20000,0.1,108000.0,75600.0,32400.0,30.0,2024-12,Wednesday
ORD_00057,2025-07-18,CUST_0234,Laptop,Accessories,North,6,60000,0.1,324000.0,226800.0,97200.0,30.0,2025-07,Friday
ORD_00058,2024-12-05,CUST_0375,Laptop,Accessories,South,8,60000,0.2,384000.0,268800.0,115200.0,30.0,2024-12,Thursday
ORD_00059,2024-04-01,CUST_0035,Keyboard,Accessories,West,5,2000,0.1,9000.0,6300.0,2700.0,30.0,2024-04,Monday
ORD_00060,2025-01-01,CUST_0338,Printer,Electronics,East,3,15000,0.05,42750.0,29924.999999999996,12825.000000000004,30.00000000000001,2025-01,Wednesday
ORD_00061,2025-03-30,CUST_0437,Printer,Office,West,3,15000,0.0,45000.0,31499.999999999996,13500.000000000004,30.00000000000001,2025-03,Sunday
ORD_00062,2025-03-03,CUST_0403,Monitor,Electronics,West,6,20000,0.05,114000.0,79800.0,34200.0,30.0,2025-03,Monday
ORD_00063,2025-05-23,CUST_0197,Printer,Accessories,North,2,15000,0.1,27000.0,18900.0,8100.0,30.0,2025-05,Friday
ORD_00064,2024-02-04,CUST_0025,Laptop,Accessories,North,6,60000,0.05,342000.0,239399.99999999997,102600.00000000003,30.00000000000001,2024-02,Sunday
ORD_00065,2024-07-24,CUST_0395,Printer,Electronics,South,6,15000,0.15,76500.0,53550.0,22950.0,30.0,2024-07,Wednesday
ORD_00066,2024-03-21,CUST_0202,Printer,Electronics,West,8,15000,0.15,102000.0,71400.0,30600.0,30.0,2024-03,Thursday
ORD_00067,2025-07-15,CUST_0273,Mouse,Accessories,East,7,800,0.1,5040.0,3528.0,1512.0,30.0,2025-07,Tuesday
ORD_00068,2025-01-22,CUST_0036,Laptop,Office,West,8,60000,0.1,432000.0,302400.0,129600.0,30.0,2025-01,Wednesday
ORD_00069,2024-01-02,CUST_0474,Printer,Electronics,East,9,15000,0.0,135000.0,94500.0,40500.0,30.0,2024-01,Tuesday
ORD_00070,2025-01-24,CUST_0223,Printer,Accessories,West,6,15000,0.05,85500.0,59849.99999999999,25650.000000000007,30.00000000000001,2025-01,Friday
ORD_00071,2025-07-19,CUST_0352,Keyboard,Accessories,East,3,2000,0.0,6000.0,4200.0,1800.0,30.0,2025-07,Saturday
ORD_00072,2024-04-15,CUST_0277,Printer,Office,West,3,15000,0.1,40500.0,28350.0,12150.0,30.0,2024-04,Monday
ORD_00073,2025-04-21,CUST_0018,Printer,Accessories,West,1,15000,0.1,13500.0,9450.0,4050.0,30.0,2025-04,Monday
ORD_00074,2025-12-03,CUST_0188,Mouse,Electronics,South,5,800,0.2,3200.0,2240.0,960.0,30.0,2025-12,Wednesday
ORD_00075,2025-02-05,CUST_0402,Laptop,Accessories,North,4,60000,0.0,240000.0,168000.0,72000.0,30.0,2025-02,Wednesday
ORD_00076,2025-12-30,CUST_0257,Monitor,Accessories,North,9,20000,0.1,162000.0,113400.0,48600.0,30.0,2025-12,Tuesday
ORD_00077,2025-07-09,CUST_0142,Laptop,Accessories,East,9,60000,0.15,459000.0,321300.0,137700.0,30.0,2025-07,Wednesday
ORD_00078,2024-06-10,CUST_0136,Keyboard,Accessories,West,5,2000,0.2,8000.0,5600.0,2400.0,30.0,2024-06,Monday
ORD_00079,2024-07-20,CUST_0450,Laptop,Office,West,4,60000,0.05,228000.0,159600.0,68400.0,30.0,2024-07,Saturday
ORD_00080,2024-09-26,CUST_0307,Printer,Electronics,North,7,15000,0.2,84000.0,58799.99999999999,25200.000000000007,30.00000000000001,2024-09,Thursday
ORD_00081,2024-09-27,CUST_0079,Keyboard,Accessories,East,6,2000,0.05,11400.0,7979.999999999999,3420.000000000001,30.00000000000001,2024-09,Friday
ORD_00082,2025-03-31,CUST_0444,Laptop,Electronics,South,4,60000,0.15,204000.0,142800.0,61200.0,30.0,2025-03,Monday
ORD_00083,2025-04-06,CUST_0418,Keyboard,Office,South,2,2000,0.05,3800.0,2660.0,1140.0,30.0,2025-04,Sunday
ORD_00084,2025-12-27,CUST_0292,Monitor,Electronics,South,1,20000,0.0,20000.0,14000.0,6000.0,30.0,2025-12,Saturday
ORD_00085,2024-09-08,CUST_0062,Laptop,Office,West,4,60000,0.05,228000.0,159600.0,68400.0,30.0,2024-09,Sunday
ORD_00086,2025-12-02,CUST_0129,Printer,Electronics,East,4,15000,0.05,57000.0,39900.0,17100.0,30.0,2025-12,Tuesday
ORD_00087,2024-10-22,CUST_0499,Keyboard,Electronics,North,1,2000,0.2,1600.0,1120.0,480.0,30.0,2024-10,Tuesday
ORD_00088,2025-12-25,CUST_0341,Mouse,Accessories,West,6,800,0.15,4080.0,2856.0,1224.0,30.0,2025-12,Thursday
ORD_00089,2025-12-20,CUST_0298,Keyboard,Electronics,West,4,2000,0.05,7600.0,5320.0,2280.0,30.0,2025-12,Saturday
ORD_00090,2024-12-03,CUST_0257,Mouse,Accessories,South,1,800,0.0,800.0,560.0,240.0,30.0,2024-12,Tuesday
ORD_00091,2024-02-22,CUST_0480,Printer,Accessories,East,1,15000,0.2,12000.0,8400.0,3600.0,30.0,2024-02,Thursday
ORD_00092,2024-08-04,CUST_0212,Monitor,Electronics,East,1,20000,0.15,17000.0,11900.0,5100.0,30.0,2024-08,Sunday
ORD_00093,2024-07-06,CUST_0054,Mouse,Accessories,South,8,800,0.15,5440.0,3807.9999999999995,1632.0000000000005,30.00000000000001,2024-07,Saturday
ORD_00094,2025-01-14,CUST_0175,Monitor,Electronics,South,8,20000,0.1,144000.0,100800.0,43200.0,30.0,2025-01,Tuesday
ORD_00095,2025-05-07,CUST_0100,Keyboard,Accessories,South,2,2000,0.0,4000.0,2800.0,1200.0,30.0,2025-05,Wednesday
ORD_00096,2024-02-10,CUST_0039,Printer,Accessories,West,7,15000,0.2,84000.0,58799.99999999999,25200.000000000007,30.00000000000001,2024-02,Saturday
ORD_00097,2024-06-05,CUST_0414,Mouse,Office,West,8,800,0.2,5120.0,3584.0,1536.0,30.0,2024-06,Wednesday
ORD_00098,2024-01-15,CUST_0263,Keyboard,Office,West,8,2000,0.0,16000.0,11200.0,4800.0,30.0,2024-01,Monday
ORD_00099,2024-03-05,CUST_0150,Laptop,Electronics,North,7,60000,0.15,357000.0,249899.99999999997,107100.00000000003,30.00000000000001,2024-03,Tuesday
ORD_00100,2025-06-04,CUST_0121,Keyboard,Accessories,North,5,2000,0.05,9500.0,6650.0,2850.0,30.0,2025-06,Wednesday
ORD_00101,2024-12-09,CUST_0178,Monitor,Office,East,1,20000,0.0,20000.0,14000.0,6000.0,30.0,2024-12,Monday
ORD_00102,2024-05-08,CUST_0301,Printer,Office,South,9,15000,0.2,108000.0,75600.0,32400.0,30.0,2024-05,Wednesday
ORD_00103,2025-10-09,CUST_0330,Printer,Office,South,7,15000,0.0,105000.0,73500.0,31500.0,30.0,2025-10,Thursday
ORD_00104,2025-04-16,CUST_0120,Keyboard,Accessories,West,2,2000,0.15,3400.0,2380.0,1020.0,30.0,2025-04,Wednesday
ORD_00105,2024-03-03,CUST_0072,Laptop,Electronics,North,6,60000,0.1,324000.0,226800.0,97200.0,30.0,2024-03,Sunday
ORD_00106,2024-05-18,CUST_0219,Monitor,Accessories,South,2,20000,0.1,36000.0,25200.0,10800.0,30.0,2024-05,Saturday
ORD_00107,2025-05-13,CUST_0394,Keyboard,Accessories,East,1,2000,0.05,1900.0,1330.0,570.0,30.0,2025-05,Tuesday
ORD_00108,2025-08-15,CUST_0398,Keyboard,Office,South,7,2000,0.05,13300.0,9310.0,3990.0,30.0,2025-08,Friday
ORD_00109,2025-01-26,CUST_0302,Printer,Accessories,West,2,15000,0.15,25500.0,17850.0,7650.0,30.0,2025-01,Sunday
ORD_00110,2025-11-05,CUST_0123,Monitor,Accessories,West,2,20000,0.05,38000.0,26600.0,11400.0,30.0,2025-11,Wednesday
ORD_00111,2025-02-22,CUST_0244,Laptop,Office,North,5,60000,0.1,270000.0,189000.0,81000.0,30.0,2025-02,Saturday
ORD_00112,2024-10-15,CUST_0374,Printer,Office,East,5,15000,0.15,63750.0,44625.0,19125.0,30.0,2024-10,Tuesday
ORD_00113,2025-01-13,CUST_0075,Keyboard,Accessories,East,7,2000,0.15,11900.0,8330.0,3570.0,30.0,2025-01,Monday
ORD_00114,2025-05-04,CUST_0006,Printer,Office,South,1,15000,0.15,12750.0,8925.0,3825.0,30.0,2025-05,Sunday
ORD_00115,2024-08-18,CUST_0021,Printer,Electronics,East,8,15000,0.0,120000.0,84000.0,36000.0,30.0,2024-08,Sunday
ORD_00116,2024-02-10,CUST_0190,Mouse,Electronics,South,3,800,0.05,2280.0,1596.0,684.0,30.0,2024-02,Saturday
ORD_00117,2024-01-28,CUST_0225,Printer,Electronics,South,4,15000,0.2,48000.0,33600.0,14400.0,30.0,2024-01,Sunday
ORD_00118,2024-05-14,CUST_0403,Printer,Electronics,North,9,15000,0.1,121500.0,85050.0,36450.0,30.0,2024-05,Tuesday
ORD_00119,2024-07-19,CUST_0103,Monitor,Electronics,East,4,20000,0.05,76000.0,53200.0,22800.0,30.0,2024-07,Friday
ORD_00120,2024-02-02,CUST_0344,Printer,Office,West,5,15000,0.1,67500.0,47250.0,20250.0,30.0,2024-02,Friday
ORD_00121,2024-02-17,CUST_0466,Laptop,Office,South,7,60000,0.05,399000.0,279300.0,119700.0,30.0,2024-02,Saturday
ORD_00122,2025-05-17,CUST_0099,Keyboard,Electronics,South,4,2000,0.2,6400.0,4480.0,1920.0,30.0,2025-05,Saturday
ORD_00123,2025-02-10,CUST_0500,Monitor,Electronics,South,1,20000,0.1,18000.0,12600.0,5400.0,30.0,2025-02,Monday
ORD_00124,2025-07-27,CUST_0318,Printer,Electronics,East,9,15000,0.2,108000.0,75600.0,32400.0,30.0,2025-07,Sunday
ORD_00125,2025-12-28,CUST_0363,Laptop,Office,East,4,60000,0.1,216000.0,151200.0,64800.0,30.0,2025-12,Sunday
ORD_00126,2024-04-08,CUST_0485,Keyboard,Office,East,9,2000,0.0,18000.0,12600.0,5400.0,30.0,2024-04,Monday
ORD_00127,2025-11-14,CUST_0083,Monitor,Accessories,South,6,20000,0.0,120000.0,84000.0,36000.0,30.0,2025-11,Friday
ORD_00128,2025-12-26,CUST_0181,Laptop,Accessories,West,1,60000,0.1,54000.0,37800.0,16200.0,30.0,2025-12,Friday
ORD_00129,2025-06-30,CUST_0152,Printer,Accessories,West,3,15000,0.1,40500.0,28350.0,12150.0,30.0,2025-06,Monday
ORD_00130,2025-09-04,CUST_0056,Mouse,Accessories,East,2,800,0.2,1280.0,896.0,384.0,30.0,2025-09,Thursday
ORD_00131,2025-04-06,CUST_0190,Mouse,Office,West,9,800,0.15,6120.0,4284.0,1836.0,30.0,2025-04,Sunday
ORD_00132,2025-10-04,CUST_0418,Monitor,Office,South,1,20000,0.1,18000.0,12600.0,5400.0,30.0,2025-10,Saturday
ORD_00133,2024-01-05,CUST_0022,Laptop,Office,East,9,60000,0.05,513000.0,359100.0,153900.0,30.0,2024-01,Friday
ORD_00134,2024-08-05,CUST_0068,Keyboard,Office,East,9,2000,0.05,17100.0,11970.0,5130.0,30.0,2024-08,Monday
ORD_00135,2025-05-17,CUST_0185,Laptop,Electronics,South,8,60000,0.05,456000.0,319200.0,136800.0,30.0,2025-05,Saturday
ORD_00136,2025-02-01,CUST_0010,Mouse,Accessories,East,8,800,0.0,6400.0,4480.0,1920.0,30.0,2025-02,Saturday
ORD_00137,2025-01-27,CUST_0066,Monitor,Office,South,1,20000,0.2,16000.0,11200.0,4800.0,30.0,2025-01,Monday
ORD_00138,2024-07-25,CUST_0264,Printer,Office,East,8,15000,0.0,120000.0,84000.0,36000.0,30.0,2024-07,Thursday
ORD_00139,2024-01-15,CUST_0225,Laptop,Accessories,West,3,60000,0.05,171000.0,119699.99999999999,51300.000000000015,30.00000000000001,2024-01,Monday
ORD_00140,2025-07-07,CUST_0123,Mouse,Office,East,7,800,0.1,5040.0,3528.0,1512.0,30.0,2025-07,Monday
ORD_00141,2025-04-05,CUST_0038,Keyboard,Electronics,East,1,2000,0.05,1900.0,1330.0,570.0,30.0,2025-04,Saturday
ORD_00142,2025-11-21,CUST_0491,Monitor,Office,East,1,20000,0.1,18000.0,12600.0,5400.0,30.0,2025-11,Friday
ORD_00143,2025-07-28,CUST_0123,Printer,Accessories,North,5,15000,0.2,60000.0,42000.0,18000.0,30.0,2025-07,Monday
ORD_00144,2024-08-28,CUST_0318,Laptop,Electronics,West,5,60000,0.15,255000.0,178500.0,76500.0,30.0,2024-08,Wednesday
ORD_00145,2025-07-17,CUST_0156,Keyboard,Electronics,South,8,2000,0.1,14400.0,10080.0,4320.0,30.0,2025-07,Thursday
ORD_00146,2024-04-05,CUST_0394,Printer,Accessories,North,7,15000,0.0,105000.0,73500.0,31500.0,30.0,2024-04,Friday
ORD_00147,2025-04-29,CUST_0301,Mouse,Accessories,West,8,800,0.05,6080.0,4256.0,1824.0,30.0,2025-04,Tuesday
ORD_00148,2025-02-10,CUST_0321,Mouse,Electronics,East,6,800,0.05,4560.0,3192.0,1368.0,30.0,2025-02,Monday
ORD_00149,2024-08-18,CUST_0482,Keyboard,Office,East,6,2000,0.05,11400.0,7979.999999999999,3420.000000000001,30.00000000000001,2024-08,Sunday
ORD_00150,2025-10-16,CUST_0067,Mouse,Accessories,South,2,800,0.1,1440.0,1007.9999999999999,432.0000000000001,30.00000000000001,2025-10,Thursday
ORD_00151,2024-06-19,CUST_0393,Monitor,Electronics,South,6,20000,0.2,96000.0,67200.0,28800.0,30.0,2024-06,Wednesday
ORD_00152,2025-06-24,CUST_0133,Keyboard,Accessories,West,5,2000,0.1,9000.0,6300.0,2700.0,30.0,2025-06,Tuesday
ORD_00153,2024-02-05,CUST_0362,Mouse,Office,West,3,800,0.0,2400.0,1680.0,720.0,30.0,2024-02,Monday
ORD_00154,2025-06-08,CUST_0394,Laptop,Office,South,6,60000,0.05,342000.0,239399.99999999997,102600.00000000003,30.00000000000001,2025-06,Sunday
ORD_00155,2024-06-08,CUST_0140,Mouse,Electronics,West,8,800,0.1,5760.0,4031.9999999999995,1728.0000000000005,30.00000000000001,2024-06,Saturday
ORD_00156,2025-11-29,CUST_0082,Monitor,Office,South,9,20000,0.05,171000.0,119699.99999999999,51300.000000000015,30.00000000000001,2025-11,Saturday
ORD_00157,2024-08-30,CUST_0058,Printer,Office,East,1,15000,0.0,15000.0,10500.0,4500.0,30.0,2024-08,Friday
ORD_00158,2024-03-26,CUST_0149,Printer,Office,South,3,15000,0.15,38250.0,26775.0,11475.0,30.0,2024-03,Tuesday
ORD_00159,2025-07-31,CUST_0405,Mouse,Accessories,North,3,800,0.15,2040.0,1428.0,612.0,30.0,2025-07,Thursday
ORD_00160,2025-11-12,CUST_0449,Printer,Electronics,South,8,15000,0.15,102000.0,71400.0,30600.0,30.0,2025-11,Wednesday
ORD_00161,2025-07-10,CUST_0131,Mouse,Electronics,South,1,800,0.05,760.0,532.0,228.0,30.0,2025-07,Thursday
ORD_00162,2025-07-27,CUST_0069,Monitor,Electronics,North,5,20000,0.1,90000.0,62999.99999999999,27000.000000000007,30.00000000000001,2025-07,Sunday
ORD_00163,2025-10-07,CUST_0345,Printer,Office,North,3,15000,0.05,42750.0,29924.999999999996,12825.000000000004,30.00000000000001,2025-10,Tuesday
ORD_00164,2024-01-28,CUST_0250,Laptop,Accessories,North,2,60000,0.2,96000.0,67200.0,28800.0,30.0,2024-01,Sunday
ORD_00165,2025-09-11,CUST_0320,Mouse,Electronics,North,8,800,0.1,5760.0,4031.9999999999995,1728.0000000000005,30.00000000000001,2025-09,Thursday
ORD_00166,2025-07-09,CUST_0177,Printer,Accessories,South,3,15000,0.0,45000.0,31499.999999999996,13500.000000000004,30.00000000000001,2025-07,Wednesday
ORD_00167,2024-12-05,CUST_0072,Monitor,Electronics,West,7,20000,0.15,119000.0,83300.0,35700.0,30.0,2024-12,Thursday
ORD_00168,2024-11-26,CUST_0017,Monitor,Office,North,1,20000,0.1,18000.0,12600.0,5400.0,30.0,2024-11,Tuesday
ORD_00169,2025-10-01,CUST_0329,Laptop,Electronics,East,6,60000,0.1,324000.0,226800.0,97200.0,30.0,2025-10,Wednesday
ORD_00170,2025-05-20,CUST_0160,Monitor,Electronics,South,3,20000,0.15,51000.0,35700.0,15300.0,30.0,2025-05,Tuesday
ORD_00171,2024-12-13,CUST_0070,Monitor,Office,West,8,20000,0.0,160000.0,112000.0,48000.0,30.0,2024-12,Friday
ORD_00172,2025-04-17,CUST_0113,Printer,Office,East,6,15000,0.05,85500.0,59849.99999999999,25650.000000000007,30.00000000000001,2025-04,Thursday
ORD_00173,2024-08-18,CUST_0232,Mouse,Electronics,South,2,800,0.05,1520.0,1064.0,456.0,30.0,2024-08,Sunday
ORD_00174,2024-07-08,CUST_0021,Keyboard,Accessories,South,6,2000,0.1,10800.0,7559.999999999999,3240.000000000001,30.00000000000001,2024-07,Monday
ORD_00175,2024-08-12,CUST_0135,Monitor,Office,East,7,20000,0.15,119000.0,83300.0,35700.0,30.0,2024-08,Monday
ORD_00176,2025-01-19,CUST_0263,Monitor,Electronics,North,5,20000,0.2,80000.0,56000.0,24000.0,30.0,2025-01,Sunday
ORD_00177,2025-01-11,CUST_0111,Keyboard,Office,North,3,2000,0.0,6000.0,4200.0,1800.0,30.0,2025-01,Saturday
ORD_00178,2024-10-09,CUST_0487,Monitor,Accessories,East,4,20000,0.05,76000.0,53200.0,22800.0,30.0,2024-10,Wednesday
ORD_00179,2025-09-24,CUST_0246,Printer,Electronics,West,4,15000,0.0,60000.0,42000.0,18000.0,30.0,2025-09,Wednesday
ORD_00180,2025-09-19,CUST_0283,Printer,Electronics,North,6,15000,0.0,90000.0,62999.99999999999,27000.000000000007,30.00000000000001,2025-09,Friday
ORD_00181,2024-09-15,CUST_0008,Keyboard,Accessories,South,1,2000,0.0,2000.0,1400.0,600.0,30.0,2024-09,Sunday
ORD_00182,2024-12-24,CUST_0457,Monitor,Accessories,South,4,20000,0.15,68000.0,47600.0,20400.0,30.0,2024-12,Tuesday
ORD_00183,2025-12-10,CUST_0284,Monitor,Electronics,West,4,20000,0.15,68000.0,47600.0,20400.0,30.0,2025-12,Wednesday
ORD_00184,2025-03-31,CUST_0207,Mouse,Accessories,South,1,800,0.15,680.0,475.99999999999994,204.00000000000006,30.00000000000001,2025-03,Monday
ORD_00185,2025-02-14,CUST_0194,Monitor,Accessories,North,9,20000,0.1,162000.0,113400.0,48600.0,30.0,2025-02,Friday
ORD_00186,2025-10-10,CUST_0455,Printer,Electronics,West,4,15000,0.15,51000.0,35700.0,15300.0,30.0,2025-10,Friday
ORD_00187,2024-11-13,CUST_0047,Laptop,Office,North,7,60000,0.1,378000.0,264600.0,113400.0,30.0,2024-11,Wednesday
ORD_00188,2025-11-07,CUST_0466,Laptop,Accessories,West,3,60000,0.05,171000.0,119699.99999999999,51300.000000000015,30.00000000000001,2025-11,Friday
ORD_00189,2024-08-12,CUST_0342,Laptop,Office,East,3,60000,0.05,171000.0,119699.99999999999,51300.000000000015,30.00000000000001,2024-08,Monday
ORD_00190,2024-08-21,CUST_0242,Laptop,Office,South,8,60000,0.05,456000.0,319200.0,136800.0,30.0,2024-08,Wednesday
ORD_00191,2025-11-14,CUST_0010,Monitor,Office,West,8,20000,0.05,152000.0,106400.0,45600.0,30.0,2025-11,Friday
ORD_00192,2025-10-25,CUST_0370,Monitor,Accessories,East,1,20000,0.05,19000.0,13300.0,5700.0,30.0,2025-10,Saturday
